hosID,avPayments,dischargeNum,avCharges
10001,17711.45161,62,54708.17742
10006,16730.04878,41,82020.29268
10011,16340.75,28,46120.96429
10016,17771.25,20,92473.7
10023,20056.95833,72,58854.20833
10029,16443.71875,32,38432.5
10033,22211.97938,97,87058.41237
10039,18693.74107,112,105963.7946
10055,16283.16129,31,99163.54839
10056,16004.30952,42,54509.5
10078,17733.30769,26,99977.61538
10090,17641.3125,16,48986.5
10092,19684.22581,31,60463.41935
10103,17895.86111,36,85915.27778
10104,17867.6,40,119628.2
10113,15959.10959,73,47927.06849
10139,15551.84,25,111007.6
10144,14549.57143,21,50039.33333
20001,26199.63636,11,84752
20017,33012.57895,19,113627.3158
30002,23994.8,40,79001.55
30006,21053.66667,57,67736.26316
30007,26819.54545,22,86980
30011,17938.31579,38,77326.44737
30013,20833.45,20,74320.85
30024,26442.58333,12,130530.6667
30030,23693.65605,157,82223.77707
30038,22078.23077,13,104207.0769
30055,22435.73684,19,88885.63158
30061,18348.93182,44,77547.61364
30062,29098.31818,22,68817.27273
30064,28326.70588,17,94461
30065,21847.94444,36,79111.08333
30069,19991.875,16,105542.0625
30085,18308.15385,13,117206.3846
30087,19018.33333,24,94170.45833
30089,21711.55172,29,86278.72414
30093,16948.66667,12,88146.16667
30100,16832,15,78589.46667
30101,20271.95652,23,121722.7391
30103,22805.03636,55,63659.38182
30105,18253.27778,72,114753.1944
30121,20717.5,12,106873.3333
30126,19679,13,114509.6154
40004,18106.07692,26,67336.03846
40007,18250.47222,36,69776.44444
40010,17041.39286,28,50954.39286
40014,19394.05882,17,63870.88235
40016,24321.13333,30,56485
40020,18811,25,36254
40022,17739.16667,12,85965.25
40026,17468.57143,14,53282.64286
40027,16317.375,40,50943.925
40036,17899,25,59366.44
40062,17711.38462,26,60405.69231
40071,19911.5,18,82083.55556
40088,17877.6,15,78938.06667
40114,17863.35526,76,58360.63158
40118,18500,16,67631
40134,16362.57746,71,69364.67606
50006,25044.27027,37,101140.8919
50013,34092.38462,13,229759.8462
50017,25487.85714,28,165425.7857
50022,30082.92857,14,136774
50026,22785.64286,14,143591.7857
50036,23785.69231,26,131114.3462
50039,21217.31034,29,115853.3448
50043,31264.63636,11,150205.8182
50056,25849.63636,11,71084.63636
50057,24245.78261,23,82263.91304
50058,33243.375,16,170044.1875
50060,30379.4,20,98225.75
50069,22162.78723,47,92906.12766
50077,27026.15385,13,168381.4615
50082,30247.16667,18,176472.9444
50084,26120.34211,38,134224.7632
50093,22518.04878,41,94124.46341
