hosID,avPayments,dischargeNum,avCharges
10001,5532.241379,29,21299.34483
10005,5460.9375,16,8175.5625
10006,5242.595238,42,25328.90476
10010,5077.909091,11,7162.727273
10011,5326.086957,23,16848.26087
10016,5938.8,15,26794
10019,5320.368421,19,14793.63158
10023,6477.277778,18,23142.61111
10024,5363.173913,23,15433.91304
10029,5468.88,25,9782.08
10033,8613.813953,43,23219.5814
10035,6165.363636,11,13668.27273
10039,5708.66,50,23980.86
10040,5114,22,50684
10046,5658.181818,11,51162.63636
10055,5092.48,25,25512.24
10056,5155.962963,27,10553.85185
10078,5030.083333,24,14652.79167
10085,5436.588235,17,8136.058824
10090,6100.818182,11,17698.72727
10092,6152.292308,65,21197.84615
10100,4769.538462,13,13296.84615
10103,6707.571429,21,28780.38095
10104,6848.785714,28,40851.57143
10113,5277.206897,58,16868.06897
10114,5659.941176,17,25259.23529
10118,6805.8,15,22995.66667
10131,6411.181818,11,20449.36364
10139,4992.4,25,34215.64
10144,4745,17,10321.58824
20001,8278.083333,12,43500.25
30002,7652.4375,32,26899.71875
30006,6951.162162,37,26616.37838
30010,6252.461538,13,33847.61538
30012,6597.916667,12,17704.91667
30013,6535.2,35,22988.17143
30024,8410.875,16,32314.875
30030,7136.272727,11,22811.18182
30036,6137.210526,19,34287.05263
30038,6302.157895,19,23528.52632
30055,6609.5,20,21241.05
30061,5632.25,44,28819.02273
30064,11522.83333,18,23469.33333
30065,6738.190476,21,18293.7619
30069,6170.9,20,27373.65
30085,5452.666667,12,20536.33333
30087,5772.727273,22,18182
30088,5947.875,32,21604.625
30089,6945.285714,21,29724.90476
30093,5793.027778,36,24730.05556
30094,6466.8,15,24260.8
30101,6528.666667,18,58800.5
30103,8122.9375,32,21907.6875
30115,6905.3125,16,26237.125
30119,5762.217391,23,33388.73913
40004,5547.333333,18,16321.61111
40007,5766,22,15429.09091
40014,5463.083333,24,12224.25
40016,6527.941176,17,18041
40020,5732.135135,37,7081.891892
40022,5461.4375,16,24031.875
40026,5283.8,15,27006.86667
40027,5015.384615,13,12455.07692
40036,4880.291667,24,11665.83333
40055,5383.04,25,12278.44
40062,4981.861111,36,18241.77778
40071,6069.772727,22,24566.5
40078,5827.782609,23,28418.34783
40114,5992.372093,43,23019.90698
40118,5662.636364,11,13454.36364
40119,5907.894737,19,17271.26316
50007,7185.733333,15,38831.33333
50009,8144.454545,11,36423.63636
50017,10911.76471,17,40919.17647
50022,8409.125,16,43855
50025,10538.22581,31,22131.87097
50026,6912.107143,28,39521.71429
50036,7477.166667,18,40033.33333
50039,6494.956522,23,34003.78261
50043,10236.11111,18,64956.27778
50045,7739.625,16,32401.5625
50047,10496.72222,18,52212.38889
50056,8230.181818,22,24815.86364
50057,7389.333333,30,36617.56667
50058,9505.066667,15,39659.33333
50060,9516.55,20,36843.2
50077,8441.69697,33,32261.39394
50082,7388.25,16,49350.375
50084,8121.15,20,84793.95
50093,8306.025641,39,28876.64103
50100,7944.5,16,48887.875
50103,9346.142857,14,38780.92857
50107,6862,12,27941.25
50108,9108.555556,27,34676.14815
50111,8994,12,31723.75
50112,7090.32,25,31698.84
50116,8101.652174,23,38935.91304
50118,6764.333333,18,82405.22222
50121,7284.894737,19,22577.84211
50125,11018.81818,22,62474.13636
50126,9023.45,20,34015.45
50129,7752,12,38948.08333
50132,8578.272727,11,70351.09091
50133,7507.304348,23,41627.52174
50145,8720.9,30,49169.5
50153,9767.785714,14,52354.42857
50168,6232.210526,19,44102.47368
50169,6741.615385,13,48391.76923
50174,8479.470588,17,55918.23529
50179,7236.5,26,53909.5
50180,7442.352941,17,70702.47059
50195,9596.333333,18,75055.44444
50224,6002.735294,34,23606.85294
50226,7189.8125,16,56757.5
50232,8882.928571,14,108030.4286
50235,7271.25,32,51721.5625
50238,7578.866667,30,44157.16667
50239,9380.407407,27,41391.92593
50242,10116,11,78376.45455
50243,7191.4,15,41726.06667
50254,6933.545455,11,43399.45455
50261,8104,13,38447.84615
50262,13105.92857,14,35585.5
50278,7478.285714,14,77474.64286
50280,7711,17,42017
50281,9431.090909,11,46795.72727
50289,9205.866667,15,61521.26667
50290,6779.142857,21,24854.80952
50295,6608.625,16,34638.9375
50300,7371.4,15,33472.93333
50308,7722.571429,14,49931.92857
50309,6822.666667,15,25779.2
50327,10799.44118,34,33847.26471
50334,9698.3125,16,49313
50348,11536.29412,17,75122.29412
50350,8401.142857,14,11524.35714
50351,8703.894737,19,49594.89474
50353,7083.636364,22,48576.40909
50380,8154,11,52561.90909
50382,8692.413793,29,28957.44828
50390,7074.681818,22,20683.77273
50393,7318.230769,13,37611.84615
50426,6977.785714,14,39332.92857
50438,7351.947368,38,43067.86842
50441,13070,19,79870.42105
50444,8851.206897,29,45871.34483
50448,8295,11,23614.09091
50454,14118.7,20,62806.7
50455,7336.785714,14,44116.07143
50457,9537.954545,22,60123.77273
50468,8868.636364,11,23955
50471,9228.333333,15,45001.86667
50481,6381.076923,13,47876
50485,8051.62963,27,28297.11111
50488,8571.666667,15,36371.86667
50496,9045.583333,12,121924.9167
50502,9897.909091,22,33838.72727
50516,12009.56667,30,38102.2
50549,7520,20,56226.45
50551,6429.307692,13,69406.69231
50557,7075.166667,36,47834.88889
50567,6226.772727,22,40254.72727
50570,9812.45,20,41231.35
50573,5996.942857,35,55551.88571
50581,6879.615385,13,41447.15385
50599,11885.21739,23,49262.43478
50624,6489.722222,18,69837.94444
50625,9209.811111,90,72120.56667
50633,5842.083333,12,53220.33333
50678,7223.066667,15,33764.26667
50701,6953.166667,18,26444
50724,6045,16,37841.5
50737,10503.47059,17,64800.64706
50739,7809.058824,17,51942.52941
50742,7241.857143,21,85571.38095
50757,6810.608696,23,33000.86957
50761,7811.269231,26,61583.80769
50764,7537,24,42331.29167
60001,7109.285714,14,23741.07143
60009,6199.923077,13,34145
60010,5450.363636,11,14492
60012,5928.833333,12,20531.25
60015,5954.153846,13,28184.84615
60020,5858.807692,26,27398.15385
60022,5831.708333,24,22799.66667
60024,9158.666667,12,31564.33333
60027,5247.636364,11,26989.81818
60031,5640.608696,23,23439.47826
60034,5817.833333,12,32500.25
60100,5827.833333,12,24859.41667
60113,5440.352941,17,31564.76471
70001,7688.868421,38,24748.13158
70002,8308.631579,38,20236.94737
70006,6778.736842,19,29902.84211
70007,7115.9,30,14879.33333
70010,9469.636364,11,20147.18182
70011,6463.428571,14,9852.214286
70016,8027.04,25,12806.68
70017,6605.733333,15,12454.73333
70018,6459.909091,11,19019.81818
70020,6638.882353,17,26648.88235
70021,8623.666667,12,9818.083333
70022,11504.15476,84,39848.22619
70024,6443.48,25,17903.04
70025,9069.844444,45,24136.93333
70028,9336.518519,27,21151.40741
70033,7355.217391,23,19195.3913
70034,6980.904762,21,18163.80952
70035,7026.84375,32,15520.5
80001,7833.617021,94,16614.94681
80003,8487.923077,13,17399.84615
80004,6737.085714,35,16046.8
80007,6316.304348,23,26628.47826
90001,8738.947368,19,34570.78947
90003,13058.54545,22,23226.77273
90004,9629.2,25,31798.68
90005,5492.5,14,18274.42857
90006,8028.785714,28,15118.60714
90011,8280.231707,82,24502.02439
100001,8687.318182,22,23753
100002,6237.647059,17,26606.41176
100006,6589.146667,75,31065.46667
100007,6728.23445,209,34174.74163
100008,6848.378378,74,41590.48649
100009,7684.133333,45,52831.28889
100012,5836.409836,61,17492.72131
100017,5734.971429,35,19265
100018,5547.962963,54,19656.75926
100019,5161.931507,73,18840.20548
100022,13881,27,38216.51852
100023,5081.869565,23,24132.56522
100025,6086.2,30,18634.8
100026,5417.566667,30,18728.83333
100028,5480.368421,19,14663.94737
100029,7219.107143,28,41415.60714
100030,5765.789474,19,15809.05263
100032,7399.692308,13,28160
100034,7925.813953,43,39229.11628
100035,5896.2,20,22897.4
100038,6800.68,25,31817.88
100039,7801.428571,14,23918.85714
100040,5437.074074,54,18159.61111
100043,5988.142857,14,19673.5
100044,5578.08,25,25904.68
100045,5437.153846,13,12887.69231
100046,5346,16,30640.125
100047,5003.833333,12,20949.33333
100049,5155.818182,11,22185.36364
100050,7338.322581,31,24657.45161
100052,5340.481481,27,22472
100053,8643.733333,15,54674.33333
100057,5169.617647,34,22030.35294
100061,7147.705882,17,31561.58824
100062,5139.482759,58,22241.13793
100063,4921.909091,11,26372.90909
100067,5227.833333,12,15565.16667
100068,5106.868421,38,17422.73684
100069,5311.5,12,22940.5
100070,4903,17,18654.94118
100071,5942.666667,15,37661.66667
100072,5249.894737,19,26497.36842
100073,5468.16129,31,23314.45161
100075,6210.809524,63,27165.5873
100077,5647.730769,26,26604.42308
100080,5651.222222,54,29619.07407
100084,5388.4,50,23786.86
100086,7983,13,44053.69231
100087,5218.461538,39,18696.64103
100088,5855.666667,51,23693.19608
100090,6250,35,23982.02857
100092,5514.666667,27,17791.77778
100093,5527.9375,32,27440.0625
100099,5292,12,35668.33333
100102,5469,19,21618.63158
100105,5566.7,20,11518.35
100109,5414.404762,42,23661.02381
100110,6156.666667,27,40554.66667
100113,9338.677966,59,21713.40678
100117,4967,20,22220.9
100118,6156.5,12,16332.25
100122,10389.83333,12,53069.91667
100124,5652.076923,13,26323.69231
100125,7166,23,29518.13043
100126,5145.6,15,18575.33333
100127,5422.742857,35,17734.85714
100128,8485.4,35,46978.77143
100131,5834.735294,34,32192.94118
100135,8070.133333,15,23502.6
100137,5621,21,28499.47619
100151,8796.5,20,18431.85
100154,6173.742857,35,33636.37143
100156,7027.5,12,22253.58333
100157,5515.828571,70,24732
100161,6214.0625,16,20781.0625
100166,5201,11,30018.54545
100168,5296.7,50,19301.26
100173,5311.37931,29,24024.37931
100176,6215,17,32980.58824
100177,5058.2,15,15572.73333
100179,5563.425,40,49247.45
100180,5966.6875,16,51714.875
100187,7955.21875,32,46398.75
100189,5661.526316,19,39901.94737
100191,5346.6,20,44148.4
100204,6766.87234,47,32474.12766
100206,5689.941176,17,30598.70588
100209,7395.176471,17,39063.29412
100212,4984.125,40,29394.05
100213,5200,14,41326.78571
100220,5776.969697,33,25526.18182
100223,5246.8,15,54790.2
100224,5593,14,40521
100226,5592.148148,27,46354.96296
100228,5251.111111,27,48770.51852
100231,4964.64,25,30532.16
100232,5774.066667,15,20214.6
100236,5058.142857,35,40711.51429
100238,5520.535714,28,41693.92857
100239,5214.833333,12,34507
100242,5676.8,15,36743.2
100243,5767.3125,16,53242.1875
100244,5181.433333,30,23942.23333
100246,6425.444444,18,42048.27778
100248,5584.347826,46,36468.19565
100249,5630.066667,15,19540.4
100253,5552.555556,36,26925.44444
100254,5790.090909,22,25386.90909
100256,5104.074074,27,36072.66667
100258,5586.227273,44,30459.36364
100259,5074.176471,17,34452.94118
100260,5676.235294,17,38956.52941
100264,5042.361111,36,43458.16667
100265,5356.5625,32,23631.96875
100267,4884.071429,14,23807.78571
100268,5808.083333,12,31414.5
100275,6230,12,26315.91667
