hosID,avPayments,dischargeNum,avCharges
10001,8932.538462,13,45614.84615
10005,8918.181818,11,25858.36364
10006,8623.076923,26,56956.73077
10010,8694.384615,13,27811.07692
10011,9336.8,20,52892.75
10016,9096.605263,38,53030.10526
10023,11000.15517,58,30926.75862
10029,9101.285714,49,21799.18367
10033,12435.10294,68,44869.35294
10038,12653.35714,14,102473.7857
10039,10367.79412,34,58527.58824
10040,10887.73333,15,75103.46667
10046,8570.411765,17,83073.82353
10056,8142.111111,45,28487.77778
10090,8336.916667,12,29673.25
10092,9494.246377,69,31864.62319
10100,8038.058824,17,58105.29412
10103,9580.791667,24,53823.20833
10104,9249.923077,13,73429.84615
10113,8723.426357,129,22016.89147
10139,7896.965517,29,84921.44828
30002,12667.64865,37,51284.54054
30006,11134.06897,29,30883.93103
30011,9518.47619,21,43372.85714
30024,13755.69231,13,54711
30030,12472.85,60,47493.65
30061,9356.347826,23,51075.04348
30062,14508.38462,13,31782.23077
30064,14936.35294,17,44291.11765
30065,11952.84211,19,43046.89474
30069,10469.55556,27,40126.81481
30089,11338.19355,31,45289.93548
30093,9626.181818,11,49224.72727
30101,10987.52632,19,119252.7368
30105,9349.6875,32,59171.8125
30110,11591.94444,18,53466.33333
30114,9261.307692,13,57091.84615
40004,9720.851852,27,54178.92593
40007,9531.564103,39,36271.79487
40014,9112,14,31279.28571
40016,12362.65,20,26306.55
40020,9874.272727,22,14406.13636
40022,9711.615385,13,67402.69231
40026,9281.266667,15,48895.86667
40027,8797.177419,62,37345.69355
40036,8502.25,20,33416.9
40071,10537.36364,11,48455.81818
40078,9746.5,12,84736.75
40114,9447.926829,41,34563.56098
40118,10261.82759,29,46005.48276
40134,8336.495614,228,42386.55263
50006,12901,14,65573.21429
50007,13419.4,15,110224.7333
50013,14975.9,30,85747.9
50017,13485.55556,36,77143.80556
50025,16455.61905,21,37263.14286
50026,11893.13333,30,63184.33333
50036,12167.21053,19,91640.31579
50039,11074.66667,27,53083.66667
50043,16277.4,15,127230.1333
50057,13307.9375,32,45482.3125
50058,15709.53846,13,53325.69231
50069,11807.69231,13,65187.69231
50077,13935.04545,22,67875.90909
50082,12575,16,85290.0625
50084,13679.5,68,70558.63235
50093,11196.69231,13,53328.15385
50099,11010.55556,18,56905.5
50100,12195.14286,14,71614.07143
50107,12563.25,12,106237.6667
50108,15643.37288,59,79483.44068
50115,11433,11,64694.45455
50126,14890.54545,11,70198.27273
50128,12411.4375,16,78331.8125
50129,13348.25,12,62293
50133,14417,19,91288.21053
50145,15110.15385,13,83884.30769
50153,16162.65,20,97390.75
50174,14048.5,12,135371.0833
50197,12858.07143,14,100628.5
50232,10853,15,103473.8
50235,12456.93333,30,110248.2
50238,12347.04762,21,59627.71429
50239,15138.125,24,102617.7917
50262,19997.40741,27,66650.92593
50289,15112.18182,11,108780.1818
50291,18210.76471,17,94587.11765
50295,11066.72727,11,87264.81818
50300,12182.71429,14,62888.21429
50308,13412.34783,23,82727.6087
