hosID,avPayments,dischargeNum,avCharges
10001,29698.92857,28,108112.2857
10006,26836.08696,23,115708.6087
10011,27889.76471,17,76467.29412
10016,29735.09375,32,142560.7188
10023,37303.55556,18,129017.2222
10024,30995.66667,24,101171.9583
10029,27117.33333,18,52880.72222
10033,39041.47368,38,142991.3421
10035,38150.47368,19,159315.4211
10039,35873.48485,66,149896.2273
10040,29758.4,15,280695.8
10046,26218.41667,12,142100.75
10055,26797.88235,17,151093.4706
10056,26442.57692,26,63235.42308
10078,29243.16129,31,129900.0645
10085,28417.36364,22,38676.86364
10090,26191.5,26,78671.69231
10092,31385.66129,62,132411.8387
10100,32044.54545,11,120623.5455
10103,36153.31034,29,240902.5517
10104,41468.94444,18,338452.7778
10113,32919.35294,34,106916.5882
10114,29644.59091,22,85121.40909
10118,35255.91667,12,119570.5833
10131,27147.72727,22,174388.5455
10139,33840.95,20,414187.65
10144,27176.28571,14,79460.28571
10149,33459.4375,16,142973.1875
20001,58446.47826,23,172236.2609
20012,77566.38462,13,109476.9231
30002,41515.73171,41,187034.0244
30006,35999.4,30,113308.0667
30007,52794.13333,15,241359.4667
30010,34757.625,16,121876.625
30011,33830.31818,22,145311.3182
30012,35487.91304,23,89820.08696
30013,37990.86364,22,119406
30014,33460.53333,15,127423.2
30016,42549.6,15,137864.8
30023,57238.6,15,168107.5333
30024,42330.3125,16,142257.0625
30030,38430.08333,12,90585
30036,38442.90909,22,208884.6818
30038,36471.68421,19,157864.2632
30043,41806.58333,12,107076.0833
30055,42409.80952,21,168265.4762
30061,28256.03846,26,138405.6923
30064,53031.3,20,147624.2
30065,39482.875,24,138052.875
30069,35872.0625,16,150103.125
30085,31598.9,20,181646.7
30087,32392.06667,30,143557.9333
30088,29089.475,40,124784.275
30089,37445.55556,18,135104.9444
30092,34077.75,12,131330.8333
30093,31165.68966,29,141666.3793
30094,35223.69231,13,98161.15385
30103,42486.24242,33,114362.9697
30115,35271,11,119835.8182
30119,34452.90909,11,161724.4545
30121,34809.9,20,195875.15
30122,38236.47059,17,172346.2941
30123,35733.05556,18,136466.2778
40004,29396.46429,28,88050.42857
40007,33342.96774,31,122748.3871
40010,26114.625,16,67421.5
40014,28745.27778,18,70187.72222
40016,57325.95652,23,136219.5652
40020,31232.89655,29,45439.51724
40022,28319,21,113356.7143
40026,29713.46429,28,107627.1071
40027,26092.5,20,57943.45
40029,30851.25,12,71739.16667
40036,27388.86667,30,80745.76667
40055,27512.93333,30,72166.96667
40062,27164.91176,34,84703.05882
40071,36111.8,20,141168.25
40078,35754.18182,11,333470.4545
40088,31335.75,12,124339.5
40114,31740.84058,69,113264.4058
40118,33856.75,12,122145.9167
40119,35526.38889,18,114811.8889
50006,46063.56522,23,235705.3913
50009,64149.47059,17,381576.8235
50013,52272.18182,11,344388.7273
50017,46037.1,20,231899.65
50018,63291.07692,13,166634.6923
50022,55536.56522,23,364538.7391
50025,56163.04167,24,116228.125
50026,39884.51613,31,228117.0968
50030,37592.09091,11,157817
50036,42760.38462,13,215254
50039,35753.19149,47,177446.6809
50043,64689.16667,12,386602.9167
50047,58579.64,25,248800.12
50056,48018.07692,26,167048.5385
50057,53740.64286,28,258648.5
50058,50808.27778,18,237081.2222
50060,52500.05,20,173389.1
50069,38858.36842,38,183927.6579
50077,54631.62162,37,262320.8108
50082,46769.6,15,245801.5333
50084,43017.34615,26,244038.8846
50093,43012.1129,62,189693.7903
50099,36604.1875,16,167183
50100,48744.75758,33,251780.7576
50104,57486,17,198868.8824
50107,38874.25,12,157917.5
50108,50865.92857,14,271919.6429
50110,42226.54545,11,62861.18182
50112,39282.61538,13,145916.6154
50116,67928.29167,24,322169.875
50121,43891.14286,14,161541.1429
50125,73629.42857,14,549826
50126,56885.84615,13,201948.5385
50128,43864.33333,21,198042.7143
50129,46990.84211,19,237547.9474
50133,62551.76,25,234785.12
50145,62028.57692,26,239266.8846
50150,36086.92308,13,138393.7692
50153,48376.4,15,256942.4667
50168,42044.45,20,217885.1
50169,35048.53846,13,222339.0769
50174,60692.08696,23,357422.1739
50180,52936.91111,45,332675.1111
50195,65619.46667,15,462920.4
50224,35877.48077,52,143330.3077
50226,42523.36364,11,260985.3636
50231,41500.53333,15,235910.0667
50232,44222,11,278526.4545
50235,48563.37931,29,363165.3793
50236,66385.63636,11,348450.5455
50238,43143.94444,18,198701.8333
50242,50651,14,259984.5714
50243,43024.76471,17,376200.6471
50254,39999.35714,14,233419.2857
50261,44670.63636,11,223920.0909
50262,64352.74194,31,190925.5161
50272,34807.5,12,147384.75
50278,42565.70588,17,279124.2353
50280,41626.56098,41,168106.0976
50289,59507.41667,12,384780.75
50290,33553.51515,33,136562.9697
50295,41313.21429,14,211462.9286
50300,51616.04545,22,260849.4545
50305,62808.45,20,298051.7
50308,52087.25,28,269847.4286
50309,36876.15,20,168716.7
50324,49798.11111,27,270933.0741
50327,90687.05882,17,414658.1765
50334,73211.91304,23,255528.4783
50335,44934.58333,24,230954.8333
50336,40169.30769,13,340862.3846
50351,43523.28571,28,274288.0357
50353,41168.0625,16,236408.375
50360,47143.90909,11,294974.8182
50367,72047.9375,16,539495.75
50380,54856.53846,26,375892.0769
50382,46933.07143,28,162552.8571
50390,36887.75,16,158439.0625
50394,41080.6875,16,257926.8125
50396,40785.40909,22,160333.6818
50414,44817.6,15,199014.1333
50424,52005.45455,11,269421.2727
50438,51323.28,25,277318.28
50441,72850.52174,23,336314
50444,57843.16,25,280034.72
50454,88443.27273,22,381799.8182
