hosID,avPayments,dischargeNum,avCharges
10001,11485.7931,29,38770.44828
10006,10208.41176,17,36935.52941
10011,11312,14,23604.07143
10016,11543.5,16,31326.8125
10019,11192.47619,21,19363.2381
10023,13294.88312,77,28614.8961
10024,11433.46,50,28056.12
10029,11864.14286,42,22520.7381
10033,14674.22222,27,52714.18519
10039,12420.35606,132,54951.40909
10040,11430.68254,63,77617.09524
10055,10633.37037,27,44454.55556
10056,10642.8,90,22103.01111
10089,11611.80645,31,31814.54839
10090,11265.86486,37,27616
10092,12209.13793,58,32013.39655
10103,12081.4375,16,70678.5625
10104,11908.92857,28,80925.57143
10113,10816.58333,96,21514.48958
10131,10722.0125,80,67816.675
10139,9567.557895,95,58186.2
10145,13392,14,35935.64286
10168,11585.68,25,31863.44
20001,17798.55263,38,46312.21053
20017,18290.8,30,71744.4
30006,14106.66667,24,37996.95833
30010,13244.6,15,53533.33333
30011,12224.27778,18,59996.05556
30023,21757.7561,41,37523.02439
30024,18309.72414,58,104440.7586
30038,14499.09524,21,66503.04762
30065,14661.78571,14,55484.21429
30085,12482.4359,39,57416.23077
30087,13010.57143,14,58604.21429
30108,12106.0303,33,35738.60606
40004,12082.26667,15,39820.2
40007,12303.55172,58,37026.36207
40016,16349.42857,14,39679.57143
40020,12686.67857,28,15524.25
40026,11924.275,40,32677.025
40036,11253,12,34228.08333
40055,13171.72222,18,54664.16667
40062,11693.35714,14,30706.07143
40114,11763.45,20,28608.85
40118,12537.17391,69,27329.3913
40137,11157,13,35036.61538
40147,10645.48958,96,23251.09375
50006,16588,14,93202.78571
50008,20070.27273,11,62485.18182
50017,18246.57143,14,132475.0714
50022,16651.45455,11,85596.63636
50026,15483.63889,36,74336.77778
50036,15816.0625,16,72043.375
50039,13614.38095,21,64902.71429
50056,17863.08,25,106735.4
50057,16732.5625,32,72880.34375
50060,19948.34615,26,58431.76923
50069,14590.3,30,74815.66667
50077,17876.76923,13,115449
50082,17433.42857,14,125604.5714
50084,17595.4,15,77974.33333
50093,15345.64,50,64084.86
50100,15771.47826,23,81391.04348
50108,19681.11111,18,87842.5
50112,15864.65,20,75228.15
50129,17776.64286,14,55878.85714
50145,17899.06897,29,68290.24138
50153,20773.72727,11,158389.7273
50169,15819,13,122440.0769
50204,15055,13,101814.4615
50224,13320,11,72957.90909
50235,15505,12,106181.3333
50280,16818.5,42,66908.7381
50283,17419,16,102977.5
50290,14368.55882,34,67517.14706
50300,15731.83333,12,67725.75
50305,23261.10526,19,97495.26316
50308,17279.46667,15,139349.0667
50309,19163.4,15,79649.13333
50324,16035.84211,19,116528.2105
50327,21522.41176,17,88505.35294
50334,18651.21053,19,55210.42105
50348,29211.86667,15,208417.7333
50351,14854.40909,22,70330.13636
50353,15046.83333,12,75060.91667
50394,14213,26,95857.61538
50396,16196.38235,34,72491.05882
50424,18592.31818,22,111678.7727
50438,15721.625,32,72551.125
50441,25298.64583,48,139271.8542
50454,26751.45946,37,113554.2703
50485,17285.07143,14,71758.92857
50503,15946.27273,11,127977.3636
50506,15359.76923,26,96854.84615
50549,16722.33333,18,93911.66667
50567,13841.4,15,79644.33333
50573,13280.7,30,141355.4333
50599,23942.9,20,161301.95
50625,20489.16049,81,147948.1358
50689,16258.5,12,111529.25
50696,18006.66667,21,139660.619
50701,14770.75,16,48688.5
50708,13445.16667,12,37642.25
50757,14934.81818,11,92694.81818
50769,13152,13,57983.76923
60001,13676.625,16,61131.0625
60010,13014.24138,29,36172.65517
60013,21332.41667,12,60072.33333
60015,13577.6,25,87991.24
60022,13942.45833,24,40814.08333
60023,14596.35714,28,42271.78571
60024,19863.64706,17,104957.6471
60027,14028.76923,13,83847.76923
60032,15149.92593,27,79018.66667
60034,14127.82609,23,52709.91304
60100,14223.86667,15,77640.73333
