hosID,avPayments,dischargeNum,avCharges
10001,8619.1,30,28252.76667
10011,8406.916667,12,17433
10023,10581.69231,13,24181.46154
10024,8635.913043,23,28739.78261
10029,8421.3125,16,14155.6875
10033,12854.37234,94,43808.68085
10035,7613.083333,12,21490.16667
10039,9905.078947,76,40317.69737
10056,8044.846154,13,27330.84615
10085,8390.111111,18,10005.61111
10090,7603.916667,12,32175.75
10092,9286.604651,43,31142
10101,10051.38462,13,26796.92308
10103,9828,21,64558.61905
10113,9249.864865,37,34357.48649
10114,8941.357143,14,39915.28571
10139,9966.909091,11,155719.7273
30002,16954.24242,33,92588.57576
30006,10596.91667,12,28373.08333
30013,10480.53333,30,31920.46667
30014,9978.411765,17,49528.52941
30036,10574.42857,14,62395.92857
30038,10424.53571,28,39356.46429
30061,9085.529412,17,43823.70588
30064,21790.37838,37,66974.05405
30065,10452.59091,22,45147.22727
30085,10446.0625,16,60908
30087,9331.636364,22,37944.72727
30088,10055.19231,26,46691.61538
30089,11010.26316,19,42791.31579
30093,9570.166667,18,40757.94444
30103,18433.92308,26,35628.76923
30115,10872.47059,17,33796.29412
30119,10181.21053,19,52670.15789
40007,9070.783784,37,32171.24324
40016,13544.87179,39,33577.61538
40036,8432.411765,17,24393.64706
40055,8622.761905,21,20046.85714
40062,8300.571429,14,31431
40114,8522.375,40,29196.975
50002,18237.42105,19,143287.1053
50007,10971.68182,22,43887.72727
50009,13518.4,15,80307.73333
50022,15598.57143,21,105716
50025,17003.03571,28,34970.89286
50026,10145.2,30,49485.13333
50030,11642.35,20,36530.2
50038,22051.2,30,68231.06667
50039,10846.7931,29,58668.62069
50043,16529.57143,14,91407
50047,17805.85185,27,72008
50060,15280.25,16,44871.3125
50069,10951.66667,12,57240.58333
50077,13944.6,15,59251.06667
50093,11287.12,25,33754.4
50099,10135.21429,14,45957.92857
50100,12847,28,67722.03571
50108,13070.14815,54,63680.61111
50112,11291.875,16,50642.625
50115,13866.75,16,76003.875
50125,17790,13,82036.23077
50128,11241.51852,27,39868.55556
50150,13622.32,25,49920.16
50153,16602.83333,18,94116.61111
50168,10923.85714,14,73565.92857
50169,15072.2,20,109228.15
50174,14345.74359,39,73354.66667
50180,20637.88889,27,164620.5185
50195,20082,18,165042.9444
50197,12747.48,25,98436.28
50204,11504.22222,18,64303.83333
50224,12190.45455,22,45821.18182
50238,12660.84211,19,70370.52632
50262,22974.91667,72,76745.83333
50280,14540.43478,23,73877.95652
50283,15417.36364,11,103386.9091
50289,15072.23077,13,90495.30769
50290,10753.13333,15,57629.13333
50305,16994,14,76600.85714
50308,12568,20,65761.05
50309,11343.23333,30,54340.76667
50324,10121.41667,12,71685.5
50327,24245.35294,34,84125.47059
50334,16931.91667,12,69481.25
50348,17139.30769,13,60785.61538
50380,13779.6,15,95675.6
50382,14547.45455,22,44973.59091
50438,12177.08696,23,72097.30435
50441,22885.88889,27,122505.3333
50454,33178.32432,37,140741.5946
50455,12055.33333,12,44321
50485,12797.34286,35,53688.22857
50488,14386,31,72241.48387
50496,13093.70833,24,110151.0833
50502,16210.91304,69,63643.13043
50503,10063.71429,14,33144.64286
50516,13591.77778,36,78424.61111
50523,17090.76471,17,95981.64706
50557,13256.61538,26,93159.73077
50567,10489.71429,14,61524.85714
50573,10940.11538,26,102858.9615
50599,20017.38095,42,97296.28571
50603,9306.16,25,37411.8
50625,18169.88,50,118515.12
50696,17432.44444,18,83228.5
50757,9962.307692,13,40758.61538
50761,12048.69231,13,107813.9231
50764,12172.35714,14,79871.92857
60001,10254.81081,37,35678.08108
60009,8576.444444,18,35560.22222
60015,8772.5,14,56680.21429
60020,9733.086957,23,37114.17391
60022,10788.84615,13,51531
60024,16089.72,25,51565.44
60030,8449.461538,13,23094.84615
60032,10340.52381,21,52699.90476
60034,11225.95122,41,81029.68293
60064,9842.647059,17,45813.17647
60065,9601.923077,13,60080.07692
60100,9507.730769,26,45928.15385
60112,13159.07692,13,62594.53846
70001,12788.38462,13,36237.07692
70002,17369.09091,33,48354.15152
70005,13260.45455,11,58950.09091
70006,15540.75,12,79303.16667
70007,11704.24,25,23547.24
70010,15575.86957,23,48333.30435
70011,10433.54545,11,11602.36364
70016,12621.92308,13,17773.15385
70020,10931.48387,31,34796.45161
70022,19042.96667,60,72850.26667
70024,9871.4,15,15145.46667
70025,14120.01538,65,27392.70769
70028,12961.23077,13,42213.84615
70033,13848.58974,39,36225.74359
70035,11651.66667,21,24572.90476
70036,16927.90909,11,29929.90909
80001,17656.39394,33,43767.06061
80004,10688.75,28,25316.53571
90001,13571.45455,11,65015.36364
90004,19449.14286,14,72398.5
90006,11871.72727,11,27654.09091
90011,14576.08163,49,51095.10204
100001,13764.33333,48,39684.70833
100006,10652.05882,34,66904.82353
100007,15452.33019,106,70484.38679
100012,9532.125,40,38266.4
100014,7407.333333,12,19338.58333
100018,8881.466667,15,37142.4
100019,8060,27,39633.14815
100022,25901.75439,57,78040
100025,9501.794118,34,20467.23529
100026,8965.636364,11,26046.27273
100028,8501.6875,16,19624.125
100038,11032.44444,18,49172.61111
100039,13588.38462,13,52951.53846
100040,8682.375,24,25822.91667
100043,8264.470588,17,33951.58824
100044,9357.727273,11,34449.81818
100047,8445.875,16,58331.875
100049,8564.153846,13,36576.84615
100052,8993.363636,11,36774.27273
100057,8026.619048,21,22281.14286
100062,8569.535714,28,33819.21429
100068,8984.888889,18,41233.77778
100070,8274.352941,17,38349
100071,9640.833333,12,83755.16667
100073,9252.28125,32,40838.28125
100075,10717.27273,11,26865.09091
100084,8660.933333,30,32342.43333
100087,8780.142857,28,30108.57143
100088,9644.828571,35,47323.51429
100093,9411.454545,11,35925.72727
100109,9635.058824,17,42661.35294
100110,10157.27273,11,94136.45455
100113,17678.67939,131,49759.48092
100117,8198.692308,13,51003.38462
100127,8770.0625,16,26199.6875
100128,15835.68,50,90615.92
100131,10151.83333,12,73202.83333
100135,9759.444444,27,34320.51852
100151,14589.54545,22,40392.95455
100157,9208.964286,28,32865.92857
100166,8183.769231,13,47917.07692
100168,8738.3,20,34603.45
100179,9176.35,20,71862.2
100212,8393.785714,14,52602.21429
100213,8376.8125,16,46822.8125
100217,9130.3125,16,64948
100220,9240.941176,17,35741.88235
100243,9494,14,65264.57143
100244,8492.941176,17,29286.76471
100248,8692.6,15,58578.13333
100256,8448.636364,11,60561.81818
100260,11504,21,48746.47619
100265,8175.206897,29,36010.82759
100276,10632.81818,11,42122.63636
100307,8216.461538,13,37644.84615
110005,10440.85,20,44085.9
110010,12872.44776,67,38015.43284
110028,9635.77193,57,26680.82456
110029,9815.409091,66,35284.84848
110031,9539.272727,11,45124.72727
110034,29037.66667,27,73623.62963
110035,11606.82143,28,38670.35714
110036,10776.66667,21,25125.80952
110075,9672,13,32040
110076,10677.41667,12,29068.75
110078,10857.22222,18,29446.22222
110079,14091.66667,12,41870.5
110083,8946.2,20,39386.4
110087,9878,12,24598.33333
110107,10547.29412,17,31810
110122,10690.21429,14,34441
110143,9645.583333,12,34026.41667
110192,8839.8,15,39904.66667
110198,9041.461538,13,114335.8462
120001,14614.125,16,27335.4375
130006,14507.13333,15,36196.46667
130028,12170,13,31504.23077
