hosID,avPayments,dischargeNum,avCharges
10001,11634.52381,21,48240.09524
10005,11367.22222,18,23464.22222
10006,11365.80723,83,48418.90361
10010,10556.27273,22,29775.04545
10011,12574.6,30,63741.33333
10016,11015.83333,24,57383.04167
10021,10533.35294,17,17198.88235
10024,11230.33333,15,58056.86667
10025,12106.78947,19,18988.94737
10029,11514.625,16,18398.125
10033,19350.59091,44,71961
10035,10646.26923,78,37973.87179
10039,12282.90984,244,50401.81557
10040,12219.23636,55,137230.7818
10045,12476,12,45600.08333
10046,11324.05882,17,88134.41176
10054,15279,12,53837.25
10055,11714.46429,28,62195.46429
10056,11410,43,47152
10059,12143.72222,18,27987.83333
10062,11614.4375,16,16135.4375
10065,11100.09375,32,19568.4375
10078,10920.46154,26,49528.73077
10085,11211.01449,69,13251.66667
10086,10926.5,14,36735.35714
10089,11416.33333,24,49242.625
10090,10682.57692,26,40922.69231
10092,13247.28182,110,53989.20909
10100,9701.071429,14,29382.78571
10103,12142,17,62564.88235
10104,12644.55556,18,114612
10113,10906.13208,53,37811.81132
10114,11324.74359,39,41133.94872
10118,13831.59091,22,57129.27273
10126,12206.61538,13,40799
10131,14578.97222,36,71954.19444
10139,11769.28571,21,135745.3333
10149,10539,12,29983.75
10169,10371.61538,13,43417.38462
20001,16684.33333,18,48690.55556
20017,15982.09091,11,73758.72727
30002,19013.77419,31,102967.2903
30006,13831.38235,34,45543.64706
30010,12924.25,20,42848.1
30011,12296.91667,24,59692.08333
30012,13736.33333,15,39587.6
30013,14546.13889,36,57796.80556
30014,12166,20,45793
30016,15265.94737,19,48170.15789
30023,24897.66667,12,84898.08333
30024,19238.53846,26,73886.19231
30030,15518.93333,15,42536.53333
30036,13203.7619,21,57280.57143
30038,14713.52174,23,72338.04348
30055,14493.73333,15,44878.53333
30061,11794.93443,61,61980.34426
30064,23912,38,81300.13158
30065,13808.14286,56,46393.71429
30069,18213.375,16,83651.0625
30085,12176.5,38,50887.47368
30087,11976.20455,44,59584.11364
30088,11653.03226,62,44698.33871
30089,13184.3871,31,51001.3871
30092,12719.5,28,47562.46429
30093,12115.72093,43,57983.81395
30094,14359.08333,24,46590.16667
30101,13863.91667,12,148276.3333
30103,15942.02083,48,40660.89583
30114,11297.45455,11,42550
30115,15783.29167,24,51146
30119,12598.34483,29,68502.34483
30122,11933.56,25,36072.48
40004,13000.92,25,43823.88
40007,11926.08108,37,43889.86486
40010,10814.1,20,35929.7
40011,11007.88235,34,6984.117647
40014,11099.97143,70,32202.64286
40015,10690.16667,12,18264.5
40016,16274.7931,29,49294.13793
40017,10601.54545,22,21675.5
40020,12225.40449,89,16573.65169
40022,11241.67857,28,48699.85714
40026,11779.16667,42,53528.42857
40027,10557.60317,63,23434.66667
40029,11346.67241,58,26560.34483
40036,10401.71429,21,16499.71429
40047,9897.083333,12,11324.5
40055,11200.48148,81,29736.22222
40062,11122.03125,32,54816.90625
40072,12558.15385,13,15396.92308
40078,12160.47059,17,81190.88235
