hosID,avPayments,dischargeNum,avCharges
10001,13576.61224,49,64586.71429
10005,14054.36364,11,38748.45455
10006,12781.76744,43,72561.69767
10010,12007.76923,13,38257.53846
10011,13087.375,16,52281.1875
10016,13168.8125,16,57907
10023,15490.05882,34,46177.52941
10029,13929.85714,35,32264.37143
10033,19077.68254,63,71974.25397
10038,12369.14286,14,113216.9286
10039,15633.94521,73,87957.10959
10040,12562,11,89512.36364
10046,12660.27778,18,110890
10055,12607,35,66983.45714
10056,12688.59259,27,40821.33333
10078,12782.16667,24,51824
10085,12487.27273,11,15714.54545
10086,12587.76923,13,48544.61538
10090,12378.66667,27,37994.2963
10092,14559.30435,69,40134.46377
10100,11958,17,55798.29412
10103,14226.22727,22,56672.45455
10104,13945.91304,23,104506.3478
10113,13126.81132,106,32699.60377
10139,13042.94118,17,122589.1765
10144,12691,12,67261.91667
20001,22204.90909,11,81205.90909
30002,18328.75758,33,79930.72727
30006,16289.06977,43,44033.23256
30011,14556.04,25,65129.72
30013,16689.6,15,58660
30016,18806,11,86505.27273
30024,21839.22222,18,70305.66667
30030,18698.80233,86,64358.54651
30036,17729.09091,11,106015.8182
30038,15862.73684,19,75721.94737
30061,13921.86364,22,63418.86364
30064,23267.60714,28,67522.92857
30065,16207.52941,17,50536.47059
30087,14894.27778,18,64929.44444
30089,16873.52,25,65461.88
30093,14772.39286,28,68237.25
30094,16707.33333,12,65945
30103,17265.03704,27,51320.85185
30105,14304.20313,64,81480.03125
30114,14117.16667,12,94919.91667
30121,16165.5,12,109256.25
40004,13469.25,20,60064.75
40007,14326.2,20,49902.4
40010,14022.40909,22,44125.59091
40014,13545.82353,17,37379.35294
40016,19936.08571,35,44491.57143
40020,14753.07692,13,25015.46154
40022,16169.09677,31,106893.8387
40027,13350.11628,43,46177.83721
40036,13629.14286,14,41385.42857
40062,12662.4,20,36141.95
40071,15488.84211,19,55593.05263
40078,16152.69231,13,103910.3077
40114,13648.30769,26,52625.57692
40118,14410.33333,12,57380.41667
40119,15826.75,12,55025.08333
40134,12685.16129,93,50511.83871
50006,19180,29,93108.72414
50007,18635.3,30,111905.9667
50009,25420,23,180286.0435
50013,22996.88889,27,138092.1481
50017,21074.63158,19,134578.8421
50022,23616.76471,17,111475.5294
50025,27427.56522,23,85844.95652
50026,17737.67742,31,106952.3871
