hosID,avPayments,dischargeNum,avCharges
10001,4876,13,18489.15385
10011,5386.071429,14,24962.92857
10019,4784.666667,12,15050.41667
10023,5774.071429,14,20371.85714
10024,6089.944444,18,22215.22222
10025,5112.916667,12,8198.75
10029,5557.28,25,10775.52
10033,6843.194444,72,30822.97222
10039,6568.507463,67,32565.8209
10040,4849.714286,14,57705.42857
10055,4531,15,28579
10056,5116.230769,26,18981.34615
10078,4636.923077,13,12302
10090,6651,12,23436
10092,5198.692308,52,17663.67308
10113,4774.71875,64,17452.53125
10139,4753.269231,26,77613.11538
30002,6567.884615,26,26573.69231
30006,5941.8125,16,21194.4375
30010,5503,11,24772
30011,5069.555556,18,18102.94444
30012,6022.090909,11,40709.36364
30013,5912.636364,11,16684.45455
30014,5639.857143,14,32088.28571
30024,7735.266667,15,27771.46667
30038,5651.571429,14,25010.85714
30061,4998.296296,27,24489.37037
30065,5793.375,16,24533
30088,5277.028571,35,24154.6
30089,6229.181818,11,20283.18182
30093,5128.65,20,30060.2
30103,8750.888889,18,23960
30110,6165.588235,17,19668.23529
30115,6072.230769,13,26389.53846
30119,5355.153846,13,32221.46154
40007,5079.734694,49,17494.53061
40016,6586,18,22093.16667
40020,5253.966667,30,8624.533333
40026,4863.230769,13,15859.69231
40055,4873.833333,18,11708.05556
40114,5274,22,21316
40119,6377.333333,18,20674.77778
50002,10323.83333,12,79342.08333
50024,7751,11,26870.63636
50025,10000.28571,21,23759.71429
50026,7141.75,44,43199.04545
50030,6581,17,20392.82353
50036,6619,12,35093.58333
50043,8949.235294,17,45602.88235
50047,10356.36364,11,51418.54545
50056,7221.470588,17,20512.05882
50060,8605,11,32831.90909
50063,9643,12,33768.91667
50077,7809.814815,27,37474.96296
50079,8165.666667,15,47910.4
50082,8963.6875,16,36117.375
50084,7289.6,15,48881.33333
50093,6314.384615,13,25832.30769
50099,5988.833333,12,35902.58333
50100,6780.818182,11,35221.09091
50101,8641.363636,11,38572.90909
50103,9523,15,52709.2
50108,7600.230769,13,29769.84615
50111,7917,12,30805.83333
50115,6092,30,28682.23333
50116,7138.272727,11,48391.72727
50118,7173.583333,12,66093.08333
50125,10022.18182,11,95371.72727
50128,6936.583333,12,20120.75
50133,6645.555556,18,27266.77778
50195,8446.064516,31,65240.51613
50222,6843.3125,16,49598.875
50228,13269.63636,11,57340.09091
50235,6422.866667,15,52101.06667
50238,6580.454545,11,39065.27273
50239,8040.894737,19,32335.52632
50242,7823.846154,13,42534.38462
50283,7218,14,54944.42857
50289,8060,12,58754.08333
